"Playlist Date","Playlist Title","DJ Name",Time,Artist,Song,Release,New,Genre,Label
"Feb 1, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:05:47 PM","Cat Power","Sea of Love","The Covers Record",,Alternative,Matador
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","8:58:12 PM","Sega Bodega",Hopeless!!!,"Self*Care - EP",,,N/A
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","8:48:12 PM","Pleasure Planet",Evaporate,"Pleasure Planet - EP",,,Self:Timer
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","8:44:42 PM",Kingdom,"Stalker Ha","Dreama - EP",,Electronic,"Night Slugs"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","8:34:30 PM","Pleasure Model","Pill Towers","Kendo Dynamics",,Electronic,"100% Silk"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","8:31:54 PM",Emptyset,Dissolve,Borders,,Electronic,"Thrill Jockey Records"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","8:25:50 PM","Alvin Curran","Speak Low","Alvin Curran: Endangered Species",,Classical,"New World Records"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","8:14:08 PM",Mogwai,Coolverine,"Every Country's Sun",,Alternative,"Rock Action Records"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","8:08:01 PM","Molchat Doma","Утонуть / Utonut'",Monument,,Electronic,"Sacred Bones Records"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","8:04:19 PM","Coco & Clair Clair","The Hills (feat. Deela)",Sexy,,,"Nice Girl World via Alternate Side and Many Hats Distribution"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","8:02:32 PM","Dorian Electra","Sorry Bro (I Love You)","My Agenda",,Alternative,"Dorian Electra"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:58:02 PM",EASYFUN,"Full Circle","Deep Trouble - Single",,Electronic,"PC Music"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:54:10 PM","Julie Byrne","Hope's Return","The Greater Wings",N,Alternative,"Ghostly International"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:47:35 PM","Slow Pulp",Worm,Yard,N,Alternative,Anti/Epitaph
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:45:21 PM","Mates of State","So Begins Our Alabee","Polyvinyl Plays Polyvinyl",,Alternative,"Polyvinyl Records"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:38:15 PM","Robert Hood",SH-101,"Minimal Nation",,Electronic,M-Plant
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:30:36 PM",EASYFUN,Laplander,"Deep Trouble - EP",,Electronic,"PC Music"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:26:19 PM",yeule,dazies,softscars,N,Alternative,"Ninja Tune"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:24:10 PM",sadie,"Another Light","Tides - EP",N,Alternative,sadieworld
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:19:57 PM","Cowgirl Clue","Fairy Tales","Rodeo Star",N,World,"Vada Vada"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:13:23 PM",Air,"Le voyage de Pénélope","Moon Safari",,World,"Parlophone (France)"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:09:52 PM","Black Marble","A Great Design","A Different Arrangement",,Alternative,"Hardly Art"
"Jan 25, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:05:36 PM",DIIV,"How Long Have You Known?",Oshin,,Alternative,"Captured Tracks"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:57:32 PM","Amythyst Kiah","Chained To The Rhythm","Pensive Pop - EP",,Alternative,Rounder
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:52:03 PM","We Are The West","Ah, Light!","Only One Us",,Alternative,"Timeless Elegance Records"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:48:06 PM","R.L Kelly","Feels Real",Angeltown,,,"Orchid Tapes"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:45:09 PM","The Unending Thread",Effie,"Self Titled",,,"The Unending Thread"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:37:27 PM","The Wild Reeds","The Morn' Will Come","The Morn' Will Come",,Americana,Self-Released
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:30:03 PM","Joanna Newsom",Divers,Divers,,Alternative,"Drag City"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:26:03 PM","Eleanor Underhill","Land of the Living","Land of the Living",,"Indie Rock","Eleanor Underhill Music"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:21:47 PM","Jade Imagine","Tell Her She's Dreamin'","What the Fuck Was I Thinking - EP",,Alternative,"Our Golden Friend"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:13:59 PM",Southwire,none,Southwire,,Americana,"Chaperone Records"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:09:58 PM","Alice Phoebe Lou",Angel,Shelter,N,Alternative,"Alice Phoebe Lou"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:05:45 PM","Friends Below Zero","Mister Anchorage","End of Tunes",N,,"Friends Below Records"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:02:18 PM",Laurence-Anne,Polymorphe,Oniromancie,N,,Bonsound
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:58:07 PM",Elizza,Wanted,"Mystery - EP",,Alternative,"Elizabeth W"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:53:50 PM","Franny London","Shipwrecked Boat On Quicksand Beach","Shipwrecked Boat On Quicksand Beach - Single",,Alternative,"Fia Trapezie Records"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:43:27 PM","Yo La Tengo","Miles Away","This Stupid World",N,Alternative,Matador
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:39:22 PM","King Krule",Flimsier,"Space Heavy",N,Alternative,Matador
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:35:17 PM","Blonde Redhead","Kiss Her Kiss Her","Sit Down for Dinner",N,Alternative,"Liberator Music / Section 1"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:29:23 PM","Joni Mitchell","Urge For Going (With Strings) [Blue Sessions]","Blue 50 (Demos & Outtakes) - EP",,,"Rhino/Warner Records"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:25:46 PM","Ezra Furman","Book of Our Names","All of Us Flames",,Alternative,Anti/Epitaph
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:19:52 PM","Kara Jackson","why does the earth give us people to love?","Why Does the Earth Give Us People to Love?",,,"September Recordings"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:14:52 PM","Slow Pulp",Broadview,Yard,N,Alternative,Anti/Epitaph
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:10:08 PM",Deerhunter,Helicopter,"Halcyon Digest",,Alternative,4AD
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:07:24 PM",Bibio,Petals,"A Mineral Love",,Electronic,"Warp Records"
"Jan 18, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:03:58 PM","Alex G","Powerful Man",Rocket,,Alternative,"Domino Recording Co"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:59:29 PM",Lifeguard,"Ten Canisters (OFB)","Dressed in Trenches - EP",N,Alternative,Matador
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:53:31 PM",ANOHNI,Rest,"My Back Was A Bridge For You To Cross",N,Alternative,"Secretly Canadian"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:48:55 PM","Madeline Kenney","I Drew a Line","A New Reality Mind",N,Electronic,"Carpark Records"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:44:02 PM","Asher White",Ptolemy,"New Excellent Woman",N,Alternative,"Ba Da Bing!"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:41:36 PM","Alaska Reid",Always,Disenchanter,N,Alternative,"Luminelle Recordings"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:39:31 PM",Wallice,disappear,"Mr Big Shot - EP",N,Alternative,"Dirty Hit"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:27:35 PM","Bush Tetras","So Strange","They Live in My Head",N,Punk,"Wharf Cat Records"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:23:13 PM","Ezra Furman","Forever in Sunset","All of Us Flames",,Alternative,Anti/Epitaph
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:10:25 PM","Oliver Coates",Charlev,"Shelley's on Zenn-La",,Classical,PLANCHA
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:05:23 PM","Chelsea Wolfe","Grey Days",Abyss,,Electronic,"Sargent House"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:00:46 PM","The Unending Thread",Effie,"Self Titled",,,"The Unending Thread"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:55:01 PM","Told Slant","Family Still","Point the Flashlight and Walk",,Alternative,"Double Double Whammy"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:52:20 PM",Alvvays,"Forget About Life",Antisocialites,,Alternative,"Polyvinyl Records"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:45:29 PM","Arlo Parks","Portra 400","Collapsed in Sunbeams",,R&B/Soul,Transgressive
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:43:05 PM","Twin Peaks","Keep it Together","Down in Heaven",,Alternative,"Grand Jury"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:39:11 PM",Bibio,"A Couple Swim","Sleep on the Wing",,Electronic,"Warp Records"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:35:08 PM","Post Animal",Schedule,"Forward Motion Godyssey",,Alternative,"Polyvinyl Records"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:30:34 PM",Babeheaven,"The Hours","Sink Into Me",,Alternative,Babeheaven
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:26:18 PM","Yeah Yeah Yeahs","Spitting Off the Edge of the World (feat. Perfume Genius)","Cool It Down",,Alternative,"Secretly Canadian"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:22:42 PM","Julie Byrne","Conversation Is a Flowstate","The Greater Wings",N,Alternative,"Ghostly International"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:20:00 PM","Slow Pulp",Doubt,Yard,N,Alternative,Anti/Epitaph
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:11:29 PM","Lucy Dacus","Triple Dog Dare","Home Video",,Alternative,Matador
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:07:55 PM","Beach Fossils",Waterfall,Bunny,N,Alternative,"Bayonet Records"
"Jan 11, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:03:33 PM","Black Marble","A Great Design","A Different Arrangement",,Alternative,"Hardly Art"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:57:24 PM","William Fitzsimmons","17 + Forever","Mission Bell",,,"Nettwerk Music Group"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:52:53 PM","The Buffalo Skinners","Wooden Box","The Buffalo Skinners",,,"The Buffalo Skinners"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:50:27 PM","Yo La Tango",Aselestine,"Aselestine - Single",,,"matador records"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:44:57 PM","Adrianne Lenker",ingydar,songs,,Alternative,4AD
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:41:45 PM","Slow Pulp",Slugs,Yard,N,Alternative,Anti/Epitaph
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:37:28 PM",Southwire,none,Southwire,,Americana,"Chaperone Records"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:29:11 PM","Jake Blount","Brown Skin Baby","Spider Tales",,Americana,"Free Dirt Records"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:25:25 PM",Bibio,"Sleep on the Wing","Sleep on the Wing",,Electronic,"Warp Records"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:22:30 PM","Mickey's Death Wheel",Sugar,"Forty Thieves - EP",N,Alternative,"MDW Records"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:16:44 PM","sarah jarosz","Little Satchel","World On The Ground",,,rounder
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:10:57 PM","We Are The West","Ah, Light!","Only One Us",,Alternative,"Timeless Elegance Records"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:06:19 PM","Joni Mitchell","Urge For Going (With Strings) [Blue Sessions]","Blue 50 (Demos & Outtakes) - EP",,,"Rhino/Warner Records"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","7:03:50 PM","Jose Gonzales",heartbeats,veneer,,,Parasol
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:58:26 PM",Pumice,Toilet,Phylis,,Alternative,"Soft Abuse"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:55:09 PM",Alvvays,"Tom Verlaine","Blue Rev",,Alternative,"[PIAS] Australia"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:46:55 PM","Eleanor Underhill","Beautiful Colors","Land of the Living",,Alternative,"Eleanor Underhill Music"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:44:28 PM","Amythyst Kiah","Love Will Tear Us Apart","Pensive Pop - EP",,Alternative,Rounder
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:40:00 PM","Wild Reeds","The Morn' Will Come",Single,,Americana,Self-Released
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:36:14 PM","Belle and Sebastian","Get Me Away from Here, I'm Dying","If You're Feeling Sinister",,Alternative,Matador
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:29:58 PM","Kara Jackson","why does the earth give us people to love?","Why Does the Earth Give Us People to Love?",,,"September Recordings"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:26:15 PM",Drugdealer,Madison,"Hiding in Plain Sight",,Alternative,"Mexican Summer"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:23:23 PM","Psychic Ills","Clay Pigeons","Song for Tres",,,"Sacred Bones Records"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:18:31 PM","Ezra Furman","Train Comes Through","All of Us Flames",,Alternative,Anti/Epitaph
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:14:31 PM","John Cale","Close Watch (Live, Grugahalle Essen 14.10.19)","Live At Rockpalast (Live at Zeche Bochum 06.03.1983 & at Grugahalle Essen 13./14.10.1984)",,,"M. i. G. - music"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:12:52 PM","Sufjan Stevens","intrductory fanfare for the hooper heroes",Bqe,,,"Asthmatic Kitty"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:09:27 PM","Kimya Dawson","Tire Swing","Remember That I Love You",,Alternative,"Great Crap Factory"
"Jan 4, 2024","LIVE IN OBLIVION","DJ Z-SKI","6:05:02 PM","Powers / Pulice / Rolin","Magic Meadow Mirror",Prism,N,Electronic,"Three Lobed Auxiliary"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:55:50 PM","The Beths","Jump Rope Gazers","Jump Rope Gazers",,Alternative,"Carpark Records"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:49:14 PM","of Montreal","Peace to All Freaks","Polyvinyl Winter 2019-2020 Sampler",,,Polyvinyl
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:44:32 PM","American Football","Never Meant","American Football (Deluxe Edition)",,Alternative,"Polyvinyl Records"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:41:18 PM",Crumb,Plants,"Locket - EP",,Alternative,"Crumb Records"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:38:13 PM",Babeheaven,"Don't Wake Me","Sink Into Me",,Alternative,Babeheaven
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:31:31 PM","Twin Peaks","Walk to the One You Love","Down in Heaven",,Alternative,"Grand Jury"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:29:19 PM",Foxtails,"Princess Carolyn",III,,Alternative,Foxtails
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:22:10 PM",Parannoul,Parade,"After the Magic",N,"Indie Rock",Parannoul
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:14:08 PM",Khruangbin,"Time (You and I)",Mordechai,,Alternative,"Dead Oceans"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:11:44 PM","Radiator Hospital","Are You Feeling Me","Something Wild",,Alternative,"Salinas Records"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:09:13 PM","Crooks & Nannies",Sorry,"Sorry - Single",,Alternative,"Grand Jury Music"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:04:02 PM","Alex G",Snot,"Beach Music",,Alternative,"Domino Recording Co"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:55:55 PM","Slow Pulp",Idaho,Moveys,,"Indie Rock",Winspear
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:50:47 PM",STRFKR,Fantasy,"Fantasy - Single",,Alternative,"Polyvinyl Records"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:46:25 PM","Sharon van Etten","Darkness Fades","We've Been Going About This All Wrong",,Alternative,Jagjaguwar
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:34:47 PM",Wednesday,"Bull Believer","Rat Saw God",N,Alternative,"Dead Oceans"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:31:36 PM",Panchiko,"Failed at Math(s)","Failed at Math(s)",N,Alternative,Independent
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:29:45 PM","feeble little horse",Heaven,"Girl with Fish",,Alternative,"Saddle Creek"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:24:45 PM",Slowdive,"the slab","everything is alive",N,Alternative,"Dead Oceans"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:21:45 PM",Bodywash,"Massif Central","I Held the Shape While I Could",N,Alternative,"Light Organ Records"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:12:47 PM",Stereolab,Parsec,"Dots and Loops",,Electronic,Duophonic
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:09:15 PM",Alvvays,"Saved by a Waif",Antisocialites,,Alternative,"P-VINE RECORDS"
"Dec 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:02:49 PM",Jockstrap,"Concrete Over Water","I Love You Jennifer B",N,Alternative,"Rough Trade"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:57:10 PM","Black Wax",Phobia,,,,"Black Wax"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:51:25 PM",Boxcutter,"Dream Gator (feat. Ken & Ryu)","Gnosis - EP",,Electronic,"Cosmic Bridge Records"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:47:44 PM",Rizzla,Airlock,"Iron Cages - EP",,Electronic,"Fade to Mind"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:44:45 PM","Space Candy","Elastic Spring","Forest EP",,Electronic,DESKPOP
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:44:28 PM",Wilhemina,"technotronic (Wilhelmina Remix)",,,,self-represented
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:41:00 PM",Rabit,Ox,Communion,,Electronic,"Tri Angle Records"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:40:04 PM",nicki-wrld,609723615,,,Electronic,.
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:31:51 PM","Strict Face",Fountains,"Fountains / Highbury Skyline - Single",,Electronic,"Gobstopper Records"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:25:41 PM",Maraschino,"Hi Desire","Hollywood Piano",N,Alternative,"Alpha Pup"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:22:00 PM",Sophie,Bipp,"BIPP - Single",,Electronic,Numbers
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:16:35 PM",Sadie,Okay,"Tides - EP",N,Alternative,sadieworld
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:12:50 PM","Alex G",Immunity,"God Save the Animals",,Alternative,"Domino Recording Co"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:08:13 PM","Black Marble",Preoccupation,"Fast Idol",,Electronic,"Sacred Bones Records"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:05:04 PM","Coco & Clair Clair","Lamb (feat. Porches)",Sexy,,,"Nice Girl World via Alternate Side and Many Hats Distribution"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:01:41 PM",Florist,Feathers,Florist,,Alternative,"Double Double Whammy"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:58:14 PM","Slow Pulp","At It Again",Moveys,,Alternative,Winspear
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:53:06 PM","Manthe Ribane","Piki Piki","Tell Your Vision - EP",,Electronic,Hyperdub
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:46:37 PM","False Witness","Perfect Attack","The Art of Fighting",,Electronic,GHE20G0TH1K
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:38:48 PM","Octo Octa","Bodies Meld Together","Bodies Meld Together - Single",,Electronic,Technicolour
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:36:10 PM",Shygirl,BAWDY,ALIAS,,Electronic,"Because Music Ltd."
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:27:31 PM","Pleasure Planet",Evaporate,"Pleasure Planet - EP",,,Self:Timer
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:24:49 PM",Audiosynthes,"You're My Poison",Audiosynthes,,Electronic,"ritmo sportivo"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:21:58 PM",Eartheater,Peripheral,Irisiri,,Electronic,PAN
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:18:29 PM","100 gecs","xXXi_wud_nvrstøp_ÜXXx (99jakes Remix)","1000 gecs and The Tree of Clues",,Alternative,"Dog Show Records"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:13:56 PM",Sophie,Immaterial,"Oil of Every Pearl's Un - Insides",,Electronic,"MSMSMSM / Future Classic"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:09:58 PM",Bodywash,"Perfect Blue","I Held the Shape While I Could",N,Alternative,"Light Organ Records"
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:09:31 PM",Arca,"Front Load",Mutant,,Classical,Mute
"Dec 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:02:39 PM",Tanukichan,"Lazy Love",Sundays,,Alternative,"Company Records"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:57:00 PM","Joanna Newsom","Goose Eggs",Divers,,Alternative,"Drag City"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:53:00 PM","Modern Baseball","Just Another Face","Holy Ghost",,Alternative,"Cooking Vinyl Australia"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:46:00 PM",Bibio,"A Couple Swim","Sleep on the Wing",,Electronic,"Warp Records"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:42:00 PM",Samia,Stellate,"The Baby",,Alternative,"Tugboat Records"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:39:00 PM",Wednesday,Maura,"I Was Trying to Describe You to Someone",,Alternative,"Dead Oceans"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:32:00 PM","Horse Jumper of Love",Velcro,"Natural Part",,Alternative,"Run For Cover Records"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:30:00 PM","Hot Panda","Linda Ronstadt","Bad Pop",,,"Bandwagon Music"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:24:00 PM",SPELLLING,"Haunted Water","SPELLLING & the Mystery School",N,Alternative,"Sacred Bones Records"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:19:00 PM","King Krule",Flimsier,"Space Heavy",N,Alternative,Matador
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:16:00 PM",Froth,"Nothing Baby",Bleak,,Alternative,Froth
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:13:00 PM","Sonic Youth",Genetic,"Dirty (Deluxe Edition) [Remastered]",,Alternative,Geffen
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:09:00 PM",DIIV,"How Long Have You Known?",Oshin,,Alternative,"Captured Tracks"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:04:00 PM",Deerhunter,Helicopter,"Halcyon Digest",,Alternative,4AD
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:01:00 PM",CASTLEBEAT,"Wasting Time",Vhs,,Alternative,"Spirit Goth Records"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:58:00 PM",Bedouine,"One of These Days",Bedouine,,,"Glassnote Entertainment Group LLC"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:53:00 PM","Grrrl Gang","The Star",Spunky!,N,Alternative,"Green Island Music"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:45:00 PM",Sophie,"It's Okay To Cry","Oil of Every Pearl's Un - Insides",,Electronic,"MSMSMSM / Future Classic"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:42:00 PM",EasyFun,Laplander,"Deep Trouble - EP",,Electronic,"PC Music"
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:40:31 PM","Slow Pulp",Slugs,Yard,N,Alternative,Anti/Epitaph
"Dec 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:37:44 PM",Alvvays,"belinda says","Blue Rev",,Alternative,"Polyvinyl Records"
